,T,AT
1449,1992-04-01,8.552
1450,1992-05-01,11.517999999999999
1451,1992-06-01,13.558
1452,1992-07-01,14.117
1453,1992-08-01,13.754
1454,1992-09-01,11.633
1455,1992-10-01,9.367999999999999
1456,1992-11-01,5.881
1457,1992-12-01,4.09
1458,1993-01-01,3.277
1459,1993-02-01,3.81
1460,1993-03-01,5.909
1461,1993-04-01,8.665999999999999
1462,1993-05-01,11.447
1463,1993-06-01,13.509
1464,1993-07-01,14.544
1465,1993-08-01,13.821
1466,1993-09-01,11.944999999999999
1467,1993-10-01,9.625
1468,1993-11-01,5.747
1469,1993-12-01,4.072
1470,1994-01-01,3.053
1471,1994-02-01,2.842
1472,1994-03-01,5.735
1473,1994-04-01,9.008
1474,1994-05-01,11.655999999999999
1475,1994-06-01,14.115
1476,1994-07-01,14.659
1477,1994-08-01,13.95
1478,1994-09-01,12.504999999999999
1479,1994-10-01,10.001
1480,1994-11-01,6.816000000000001
1481,1994-12-01,4.125
1482,1995-01-01,3.5749999999999997
1483,1995-02-01,4.684
1484,1995-03-01,5.947
1485,1995-04-01,8.979
1486,1995-05-01,11.552999999999999
1487,1995-06-01,14.11
1488,1995-07-01,15.073
1489,1995-08-01,14.619
1490,1995-09-01,12.562999999999999
1491,1995-10-01,10.091
1492,1995-11-01,6.78
1493,1995-12-01,4.135
1494,1996-01-01,2.896
1495,1996-02-01,3.995
1496,1996-03-01,5.539
1497,1996-04-01,8.661
1498,1996-05-01,11.549
1499,1996-06-01,13.636
1500,1996-07-01,14.803
1501,1996-08-01,14.576
1502,1996-09-01,12.315
1503,1996-10-01,9.504999999999999
1504,1996-11-01,6.531000000000001
1505,1996-12-01,4.338
1506,1997-01-01,3.1679999999999997
1507,1997-02-01,3.7840000000000003
1508,1997-03-01,5.936
1509,1997-04-01,8.838999999999999
1510,1997-05-01,11.549
1511,1997-06-01,14.105
1512,1997-07-01,14.486
1513,1997-08-01,14.209999999999999
1514,1997-09-01,12.648
1515,1997-10-01,10.107
1516,1997-11-01,6.868
1517,1997-12-01,4.447
1518,1998-01-01,3.389
1519,1998-02-01,4.854
1520,1998-03-01,5.989
1521,1998-04-01,9.341
1522,1998-05-01,12.247
1523,1998-06-01,14.501999999999999
1524,1998-07-01,15.302
1525,1998-08-01,14.864
1526,1998-09-01,12.649999999999999
1527,1998-10-01,9.944999999999999
1528,1998-11-01,6.424
1529,1998-12-01,4.717
1530,1999-01-01,3.589
1531,1999-02-01,4.683
1532,1999-03-01,5.513
1533,1999-04-01,8.763
1534,1999-05-01,11.646999999999998
1535,1999-06-01,14.013
1536,1999-07-01,14.804
1537,1999-08-01,14.328
1538,1999-09-01,12.706
1539,1999-10-01,9.974
1540,1999-11-01,6.62
1541,1999-12-01,4.579
1542,2000-01-01,2.969
1543,2000-02-01,4.202
1544,2000-03-01,6.184
1545,2000-04-01,9.527999999999999
1546,2000-05-01,11.838999999999999
1547,2000-06-01,14.020999999999999
1548,2000-07-01,14.817
1549,2000-08-01,14.515
1550,2000-09-01,12.549999999999999
1551,2000-10-01,9.45
1552,2000-11-01,6.284000000000001
1553,2000-12-01,3.881
1554,2001-01-01,3.367
1555,2001-02-01,3.7390000000000003
1556,2001-03-01,6.218
1557,2001-04-01,9.202
1558,2001-05-01,12.241999999999999
1559,2001-06-01,14.057
1560,2001-07-01,15.106
1561,2001-08-01,14.401
1562,2001-09-01,12.706
1563,2001-10-01,9.875
1564,2001-11-01,7.307
1565,2001-12-01,4.52
1566,2002-01-01,4.047
1567,2002-02-01,4.704000000000001
1568,2002-03-01,6.759
1569,2002-04-01,9.187
1570,2002-05-01,12.218
1571,2002-06-01,14.048
1572,2002-07-01,15.31
1573,2002-08-01,14.541
1574,2002-09-01,12.972999999999999
1575,2002-10-01,9.969999999999999
1576,2002-11-01,6.9190000000000005
1577,2002-12-01,4.08
1578,2003-01-01,4.007
1579,2003-02-01,4.109
1580,2003-03-01,6.037
1581,2003-04-01,9.126999999999999
1582,2003-05-01,12.112
1583,2003-06-01,13.978
1584,2003-07-01,14.954
1585,2003-08-01,14.642
1586,2003-09-01,12.879999999999999
1587,2003-10-01,10.386
1588,2003-11-01,6.691000000000001
1589,2003-12-01,5.154999999999999
1590,2004-01-01,3.564
1591,2004-02-01,4.494
1592,2004-03-01,6.322
1593,2004-04-01,9.225
1594,2004-05-01,11.498999999999999
1595,2004-06-01,13.866
1596,2004-07-01,14.259
1597,2004-08-01,14.171
1598,2004-09-01,12.597
1599,2004-10-01,10.157
1600,2004-11-01,7.332000000000001
1601,2004-12-01,4.275
1602,2005-01-01,3.8179999999999996
1603,2005-02-01,3.9400000000000004
1604,2005-03-01,6.54
1605,2005-04-01,9.546
1606,2005-05-01,12.187
1607,2005-06-01,14.436
1608,2005-07-01,15.149000000000001
1609,2005-08-01,14.499
1610,2005-09-01,13.232999999999999
1611,2005-10-01,10.648
1612,2005-11-01,7.439
1613,2005-12-01,4.877
1614,2006-01-01,3.2939999999999996
1615,2006-02-01,4.424
1616,2006-03-01,6.2989999999999995
1617,2006-04-01,9.013
1618,2006-05-01,11.722999999999999
1619,2006-06-01,14.427999999999999
1620,2006-07-01,14.959
1621,2006-08-01,14.884
1622,2006-09-01,12.893999999999998
1623,2006-10-01,10.331999999999999
1624,2006-11-01,6.945
1625,2006-12-01,5.025
1626,2007-01-01,4.606999999999999
1627,2007-02-01,4.238
1628,2007-03-01,6.381
1629,2007-04-01,9.754999999999999
1630,2007-05-01,12.488
1631,2007-06-01,14.318
1632,2007-07-01,15.204
1633,2007-08-01,14.734
1634,2007-09-01,12.947999999999999
1635,2007-10-01,10.325
1636,2007-11-01,7.1000000000000005
1637,2007-12-01,4.541
1638,2008-01-01,2.901
1639,2008-02-01,3.632
1640,2008-03-01,6.872
1641,2008-04-01,9.267
1642,2008-05-01,11.994
1643,2008-06-01,14.111
1644,2008-07-01,15.133000000000001
1645,2008-08-01,14.327
1646,2008-09-01,12.809
1647,2008-10-01,10.456
1648,2008-11-01,7.255000000000001
1649,2008-12-01,4.4239999999999995
1650,2009-01-01,3.713
1651,2009-02-01,4.125
1652,2009-03-01,6.093
1653,2009-04-01,9.299999999999999
1654,2009-05-01,12.122
1655,2009-06-01,14.232
1656,2009-07-01,15.262
1657,2009-08-01,14.687
1658,2009-09-01,13.172999999999998
1659,2009-10-01,10.139
1660,2009-11-01,7.072
1661,2009-12-01,4.33
1662,2010-01-01,3.7239999999999998
1663,2010-02-01,4.396
1664,2010-03-01,6.709
1665,2010-04-01,9.658999999999999
1666,2010-05-01,12.395
1667,2010-06-01,14.361
1668,2010-07-01,15.149000000000001
1669,2010-08-01,14.762
1670,2010-09-01,12.912999999999998
1671,2010-10-01,10.463999999999999
1672,2010-11-01,7.505000000000001
1673,2010-12-01,4.295
1674,2011-01-01,3.323
1675,2011-02-01,3.7310000000000003
1676,2011-03-01,6.078
1677,2011-04-01,9.451999999999998
1678,2011-05-01,11.934999999999999
1679,2011-06-01,14.353
1680,2011-07-01,15.49
1681,2011-08-01,15.067
1682,2011-09-01,12.917
1683,2011-10-01,10.399
1684,2011-11-01,6.817
1685,2011-12-01,4.667
1686,2012-01-01,3.1689999999999996
1687,2012-02-01,3.5970000000000004
1688,2012-03-01,5.989
1689,2012-04-01,9.616999999999999
1690,2012-05-01,12.54
1691,2012-06-01,14.440999999999999
1692,2012-07-01,15.069
1693,2012-08-01,14.696
1694,2012-09-01,12.998999999999999
1695,2012-10-01,10.401
1696,2012-11-01,7.130000000000001
1697,2012-12-01,4.076
1698,2013-01-01,3.721
1699,2013-02-01,4.182
1700,2013-03-01,6.203
1701,2013-04-01,9.002999999999998
1702,2013-05-01,12.155999999999999
1703,2013-06-01,14.522
1704,2013-07-01,14.973
1705,2013-08-01,14.777
1706,2013-09-01,13.168999999999999
1707,2013-10-01,10.258
1708,2013-11-01,7.416
1709,2013-12-01,4.715
1710,2014-01-01,3.768
1711,2014-02-01,3.5060000000000002
1712,2014-03-01,6.3420000000000005
1713,2014-04-01,9.556
1714,2014-05-01,12.491999999999999
1715,2014-06-01,14.261
1716,2014-07-01,14.860000000000001
1717,2014-08-01,14.885
1718,2014-09-01,13.084999999999999
1719,2014-10-01,10.36
1720,2014-11-01,6.747
1721,2014-12-01,4.888
1722,2015-01-01,3.9109999999999996
1723,2015-02-01,4.646
1724,2015-03-01,6.7219999999999995
1725,2015-04-01,9.289
1726,2015-05-01,12.296
1727,2015-06-01,14.478
1728,2015-07-01,15.045
1729,2015-08-01,14.766
1730,2015-09-01,12.972999999999999
1731,2015-10-01,10.777
1732,2015-11-01,7.442
1733,2015-12-01,5.493
1734,2016-01-01,4.233
1735,2016-02-01,5.377000000000001
1736,2016-03-01,7.475
1737,2016-04-01,10.101999999999999
1738,2016-05-01,12.567
1739,2016-06-01,14.323
1740,2016-07-01,15.256
1741,2016-08-01,15.285
1742,2016-09-01,13.178999999999998
1743,2016-10-01,10.248
1744,2016-11-01,7.2010000000000005
1745,2016-12-01,4.936
1746,2017-01-01,4.186
1747,2017-02-01,4.94
1748,2017-03-01,7.134
1749,2017-04-01,9.591999999999999
1750,2017-05-01,12.559
1751,2017-06-01,14.213
1752,2017-07-01,15.304
1753,2017-08-01,14.9
1754,2017-09-01,13.023
1755,2017-10-01,10.540999999999999
1756,2017-11-01,7.1450000000000005
1757,2017-12-01,5.15
1758,2018-01-01,3.776
1759,2018-02-01,4.2940000000000005
1760,2018-03-01,6.668
1761,2018-04-01,9.625
1762,2018-05-01,12.372
1763,2018-06-01,14.434
1764,2018-07-01,15.432
1765,2018-08-01,14.812
1766,2018-09-01,12.902
1767,2018-10-01,10.614999999999998
1768,2018-11-01,6.8950000000000005
1769,2018-12-01,4.888999999999999
1770,2019-01-01,4.015
1771,2019-02-01,4.418
1772,2019-03-01,7.095
1773,2019-04-01,9.818
1774,2019-05-01,12.286999999999999
1775,2019-06-01,14.458
1776,2019-07-01,15.439
1777,2019-08-01,14.919
1778,2019-09-01,13.232
1779,2019-10-01,10.726999999999999
1780,2019-11-01,7.284000000000001
1781,2019-12-01,5.393
1782,2020-01-01,4.619
1783,2020-02-01,5.291
1784,2020-03-01,7.045
1785,2020-04-01,9.963
1786,2020-05-01,12.575
1787,2020-06-01,14.622
1788,2020-07-01,15.46
1789,2020-08-01,14.934
1790,2020-09-01,13.463999999999999
1791,2020-10-01,10.449
1792,2020-11-01,7.763
1793,2020-12-01,4.785
1794,2021-01-01,3.843
1795,2021-02-01,3.9530000000000003
1796,2021-03-01,6.684
1797,2021-04-01,9.418999999999999
1798,2021-05-01,12.346
1799,2021-06-01,14.577
1800,2021-07-01,15.614
1801,2021-08-01,15.026
1802,2021-09-01,13.312
1803,2021-10-01,10.783
1804,2021-11-01,7.386
1805,2021-12-01,4.984
1806,2022-01-01,3.989
1807,2022-02-01,4.3580000000000005
1808,2022-03-01,6.812
1809,2022-04-01,9.665
1810,2022-05-01,12.312999999999999
1811,2022-06-01,14.741999999999999
1812,2022-07-01,15.588000000000001
1813,2022-08-01,15.07
1814,2022-09-01,13.151
1815,2022-10-01,10.811
